Ordem,ID,Nome,WhatsApp,Email,UF,Cidade,Segmento,Orcamento,Prazo,Score,Status,Motivos_resumo,Motor_score,Modelo_score,Probabilidade_qualificado,Score_calculado_em
333,46fae4d1-03cf-4450-8434-83f13b5718a3,Patricia Nogueira 0096,5511964077432,lead.demo.1771182195712.0096@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,60k+,7d,35,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.7%,2026-02-15T19:03:15.582Z
334,4d1e75eb-56a8-42d8-ad9c-a970096ac096,Juliana Freitas 0082,-,lead.demo.1771182195692.0082@exemplo.com,MG,Montes Claros,CAVALOS,5k-20k,30d,59,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,68.5%,2026-02-15T19:03:15.582Z
335,47ebb858-b5e7-4442-a439-29b758c937c7,Lucas Melo 0296,-,-,SP,Campinas,SERVICOS,5k-20k,7d,92,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,96.9%,2026-02-15T19:03:15.582Z
336,76b55250-a494-4ae9-aeb8-830a0a0818f1,Andre Costa 0216,5562958915186,lead.demo.1771182195866.0216@exemplo.com,GO,Anapolis,EVENTOS,5k-20k,30d,19,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.9%,2026-02-15T19:03:15.582Z
337,f4c24227-4107-4ec4-b540-8cf9febd0efd,Camila Moraes 0339,5562915551258,lead.demo.1771182196014.0339@exemplo.com,GO,Aparecida de Goiania,CAVALOS,5k-20k,90d,85,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,82.1%,2026-02-15T19:03:15.582Z
338,1a9a54da-ae78-4abd-b63c-ebc6e373976f,Carla Mendes 0244,5511978648977,-,SP,Sorocaba,CAVALOS,20k-60k,30d,18,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.3%,2026-02-15T19:03:15.582Z
339,bed4dae0-a0ef-4bd8-bb2c-8b3cc10b4728,Patricia Pires 0261,5562935957592,lead.demo.1771182195920.0261@exemplo.com,GO,Goiania,CAVALOS,5k-20k,90d,87,ENVIADO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,93.7%,2026-02-15T19:03:15.582Z
340,ba029a3e-c565-42f6-85f8-d12d2d37e81d,Andre Ribeiro 0020,5531995367935,lead.demo.1771182195613.0020@exemplo.com,MG,Belo Horizonte,EVENTOS,0-5k,30d,24,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,15.8%,2026-02-15T19:03:15.582Z
341,18c81c4f-2f2d-4829-8037-9f75a6769d54,Patricia Santana 0404,-,lead.demo.1771182196085.0404@exemplo.com,GO,Rio Verde,SERVICOS,60k+,7d,37,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.3%,2026-02-15T19:03:15.582Z
342,c6917824-bcd6-4a5c-8d7d-d82aa770dab6,Diego Rocha 0156,5531918789606,-,MG,Juiz de Fora,EQUIPAMENTOS,60k+,30d,41,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.8%,2026-02-15T19:03:15.582Z
343,be49d0da-6da8-42a8-a8a4-a6f373e80e50,Andre Moraes 0164,5511940756450,-,SP,Sorocaba,EVENTOS,60k+,30d,44,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.3%,2026-02-15T19:03:15.582Z
344,41ebc710-8a39-4521-8eb4-1866bad76c2c,Larissa Santana 0381,5531988760415,lead.demo.1771182196059.0381@exemplo.com,MG,Belo Horizonte,SERVICOS,5k-20k,90d,42,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.9%,2026-02-15T19:03:15.582Z
345,1ba0ac07-c573-4a30-82b3-7595c95d00a5,Gustavo Moraes 0353,5562922602604,lead.demo.1771182196032.0353@exemplo.com,GO,Jatai,SERVICOS,0-5k,30d,68,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.7%,2026-02-15T19:03:15.582Z
346,e7afd149-11d3-44a0-a9da-d9660a4dcb78,Thiago Azevedo 0221,5562919484958,lead.demo.1771182195872.0221@exemplo.com,GO,Rio Verde,EVENTOS,60k+,7d,20,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,9.3%,2026-02-15T19:03:15.582Z
347,5388d983-6a6b-4ffa-ae29-ae427be98da2,Rafael Freitas 0269,5531975797378,lead.demo.1771182195931.0269@exemplo.com,MG,Belo Horizonte,CAVALOS,5k-20k,90d,67,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.9%,2026-02-15T19:03:15.582Z
348,6ab89854-d119-42ec-af68-be7fe98be328,Juliana Barros 0173,-,lead.demo.1771182195809.0173@exemplo.com,GO,Goiania,SERVICOS,20k-60k,30d,89,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.1%,2026-02-15T19:03:15.582Z
349,e2248a01-111c-463a-bb81-2bc735f10866,Diego Gomes 0104,5511912882388,lead.demo.1771182195720.0104@exemplo.com,SP,Sao Paulo,SERVICOS,60k+,90d,22,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,32.6%,2026-02-15T19:03:15.582Z
350,b977fa08-efc1-4c67-848c-6a3c13831600,Patricia Costa 0227,5562975405266,lead.demo.1771182195878.0227@exemplo.com,GO,Rio Verde,SERVICOS,60k+,30d,28,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,32.6%,2026-02-15T19:03:15.582Z
351,30efba1d-a009-49a8-95c3-b3496784bf87,Larissa Almeida 0444,-,lead.demo.1771182196128.0444@exemplo.com,GO,Aparecida de Goiania,SERVICOS,20k-60k,7d,52,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,53.3%,2026-02-15T19:03:15.582Z
352,75954bd1-a226-4422-a4e5-2a8322bfa1d8,Bruno Moraes 0223,5531925301684,-,MG,Uberlandia,SERVICOS,0-5k,90d,31,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.0%,2026-02-15T19:03:15.582Z
353,32a884bb-1b36-4760-8539-4cbd942ba470,Felipe Leite 0113,5511948361070,lead.demo.1771182195733.0113@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,20k-60k,7d,67,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,68.6%,2026-02-15T19:03:15.582Z
354,540ad098-d904-4f63-ad9e-96c508c0cf34,Rafael Melo 0063,5511935952868,-,SP,Ribeirao Preto,SERVICOS,60k+,90d,78,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,88.9%,2026-02-15T19:03:15.582Z
355,a65aa716-7f18-4342-9e96-5de87eb23547,Diego Almeida 0308,5531965214789,lead.demo.1771182195976.0308@exemplo.com,MG,Uberlandia,EQUIPAMENTOS,0-5k,90d,85,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,72.8%,2026-02-15T19:03:15.582Z
356,812fc05c-1a9f-4cc6-bfec-e0cbc6e3ed84,Gustavo Santana 0412,5511929004206,lead.demo.1771182196094.0412@exemplo.com,SP,Sorocaba,EVENTOS,60k+,30d,63,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,43.0%,2026-02-15T19:03:15.582Z
357,51dc344c-3851-42c5-8920-1888c29fbd54,Renata Rocha 0421,5511967498502,lead.demo.1771182196104.0421@exemplo.com,SP,Sao Paulo,EVENTOS,20k-60k,90d,19,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.8%,2026-02-15T19:03:15.582Z
358,c7103297-4f66-4c41-8078-f4cbdb4e8519,Mariana Pires 0215,-,lead.demo.1771182195865.0215@exemplo.com,GO,Anapolis,CAVALOS,0-5k,7d,51,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,46.8%,2026-02-15T19:03:15.582Z
359,7062eaf1-0028-47b3-9bef-34315447177b,Eduardo Duarte 0124,5531998352459,lead.demo.1771182195751.0124@exemplo.com,MG,Uberlandia,EQUIPAMENTOS,5k-20k,7d,24,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.9%,2026-02-15T19:03:15.582Z
360,8d8b7d57-0189-4db1-97f3-2be819e80bc7,Camila Rocha 0331,5562936842908,lead.demo.1771182196003.0331@exemplo.com,GO,Goiania,EQUIPAMENTOS,60k+,90d,76,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,78.6%,2026-02-15T19:03:15.582Z
361,cdd41d2d-c2b9-468f-8221-04ebbae10b05,Bianca Barros 0210,5511957602411,lead.demo.1771182195858.0210@exemplo.com,SP,Campinas,SERVICOS,0-5k,90d,20,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,20.6%,2026-02-15T19:03:15.582Z
362,aee10b43-e15f-4bea-a273-16333f0204ac,Lucas Martins 0188,5531974915194,lead.demo.1771182195829.0188@exemplo.com,MG,Juiz de Fora,EVENTOS,0-5k,90d,67,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,43.2%,2026-02-15T19:03:15.582Z
363,3baba2a5-8aa5-4c95-b378-dde11b52d78b,Eduardo Moraes 0322,5531954394853,lead.demo.1771182195993.0322@exemplo.com,MG,Contagem,EVENTOS,5k-20k,30d,50,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,40.7%,2026-02-15T19:03:15.582Z
364,b79e3029-170a-4696-aec5-d2a46b157ae5,Rodrigo Nogueira 0387,5531947779378,lead.demo.1771182196065.0387@exemplo.com,MG,Montes Claros,CAVALOS,20k-60k,7d,46,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,48.1%,2026-02-15T19:03:15.582Z
365,a00e5c40-5ee4-426c-bec3-0bf5c5d489fa,Juliana Mendes 0107,5511983867766,lead.demo.1771182195724.0107@exemplo.com,SP,Campinas,EQUIPAMENTOS,20k-60k,30d,41,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,19.4%,2026-02-15T19:03:15.582Z
366,49eac242-3e3b-4ebd-8a4b-ef839bed714b,Bruno Carvalho 0142,-,lead.demo.1771182195771.0142@exemplo.com,GO,Aparecida de Goiania,SERVICOS,0-5k,90d,55,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,50.4%,2026-02-15T19:03:15.582Z
367,aca3c792-667d-49c0-9868-65d4ae9739bf,Andre Nogueira 0204,5562937954871,lead.demo.1771182195852.0204@exemplo.com,GO,Anapolis,CAVALOS,60k+,90d,31,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,26.0%,2026-02-15T19:03:15.582Z
368,38e67f6c-6b27-4803-b77b-34f29990a5dd,Felipe Almeida 0264,5531927136916,lead.demo.1771182195926.0264@exemplo.com,MG,Montes Claros,EQUIPAMENTOS,60k+,90d,41,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.4%,2026-02-15T19:03:15.582Z
369,b1391f5f-9384-4f73-9674-9008354f45c1,Mariana Teixeira 0132,-,lead.demo.1771182195759.0132@exemplo.com,MG,Juiz de Fora,CAVALOS,60k+,30d,43,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,33.0%,2026-02-15T19:03:15.582Z
370,0661887a-d2fc-4910-b8a3-e92b6239b00d,Larissa Rocha 0416,5531937432642,lead.demo.1771182196098.0416@exemplo.com,MG,Contagem,EQUIPAMENTOS,60k+,90d,25,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,16.1%,2026-02-15T19:03:15.582Z
371,3fdde63f-e3e2-4f02-910d-9c978fd1d290,Vanessa Azevedo 0034,5531976056583,lead.demo.1771182195631.0034@exemplo.com,MG,Montes Claros,CAVALOS,0-5k,7d,23,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,25.0%,2026-02-15T19:03:15.582Z
372,394f1ba2-5207-48f0-bd38-df5b54606b54,Camila Teixeira 0330,5511979425539,lead.demo.1771182196002.0330@exemplo.com,SP,Ribeirao Preto,CAVALOS,20k-60k,7d,64,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,55.7%,2026-02-15T19:03:15.582Z
373,1bd3a8f2-caa4-49be-bc67-b517e9b4fda1,Andre Duarte 0133,5511981367564,lead.demo.1771182195759.0133@exemplo.com,SP,Sorocaba,CAVALOS,0-5k,90d,88,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,73.8%,2026-02-15T19:03:15.582Z
374,91fb81cf-8bf1-4d86-92e2-f36eea2ba6ad,Rodrigo Pires 0060,5511923156969,lead.demo.1771182195662.0060@exemplo.com,SP,Sorocaba,EVENTOS,0-5k,7d,79,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,75.8%,2026-02-15T19:03:15.582Z
375,28a65ee4-8239-441d-b964-7894f0b28937,Andre Azevedo 0424,5511983474778,lead.demo.1771182196107.0424@exemplo.com,SP,Sorocaba,SERVICOS,0-5k,90d,22,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.5%,2026-02-15T19:03:15.582Z
376,5b4bb5a5-6ada-4e20-9163-5ab4a257443d,Mariana Gomes 0433,5562991210257,lead.demo.1771182196115.0433@exemplo.com,GO,Goiania,CAVALOS,0-5k,7d,50,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,56.9%,2026-02-15T19:03:15.582Z
377,6451ae47-2a27-4263-9f8f-846e415fda27,Patricia Freitas 0290,5511934145941,lead.demo.1771182195953.0290@exemplo.com,SP,Ribeirao Preto,SERVICOS,60k+,90d,78,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,81.3%,2026-02-15T19:03:15.582Z
378,d3c4187e-af86-4c10-a8c8-97161d2447c9,Camila Moraes 0389,5562973704831,lead.demo.1771182196067.0389@exemplo.com,GO,Goiania,EQUIPAMENTOS,0-5k,90d,84,ENVIADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,93.1%,2026-02-15T19:03:15.582Z
379,d4c1103a-1f12-4f63-8dc2-1df8d1f091d7,Thiago Duarte 0426,5531972012275,lead.demo.1771182196109.0426@exemplo.com,MG,Contagem,EQUIPAMENTOS,60k+,7d,32,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.2%,2026-02-15T19:03:15.582Z
380,4078d0a2-28a9-432b-8c5b-ce6e7f9fb147,Rodrigo Melo 0054,5531995356124,lead.demo.1771182195657.0054@exemplo.com,MG,Contagem,EVENTOS,0-5k,90d,41,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.7%,2026-02-15T19:03:15.582Z
381,7a6642c7-2e79-497a-a286-e78059ec4c56,Aline Freitas 0440,5531916112585,lead.demo.1771182196125.0440@exemplo.com,MG,Juiz de Fora,CAVALOS,20k-60k,30d,29,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,27.3%,2026-02-15T19:03:15.582Z
382,199fbcf5-3493-4c72-850f-3e9a7284e02a,Aline Freitas 0420,5531970002978,lead.demo.1771182196102.0420@exemplo.com,MG,Juiz de Fora,EQUIPAMENTOS,5k-20k,7d,81,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,86.2%,2026-02-15T19:03:15.582Z
383,40f07085-497a-40a9-b6f3-16e8035f384a,Mariana Mendes 0174,5562939417708,lead.demo.1771182195811.0174@exemplo.com,GO,Rio Verde,EVENTOS,60k+,30d,56,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,48.2%,2026-02-15T19:03:15.582Z
384,28366d12-5094-4a3e-ae64-e35d83834e65,Lucas Almeida 0231,5562944768708,lead.demo.1771182195882.0231@exemplo.com,GO,Rio Verde,SERVICOS,5k-20k,30d,63,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,42.6%,2026-02-15T19:03:15.582Z
385,5180f6ac-b0cc-4bc4-a5c2-024652c72b37,Vanessa Almeida 0136,-,lead.demo.1771182195764.0136@exemplo.com,GO,Rio Verde,EVENTOS,5k-20k,90d,66,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,64.1%,2026-02-15T19:03:15.582Z
386,01f3802b-3967-4c7b-aecd-bdf7ef604dad,Juliana Leite 0184,5562969487775,lead.demo.1771182195824.0184@exemplo.com,GO,Anapolis,CAVALOS,20k-60k,90d,19,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.2%,2026-02-15T19:03:15.582Z
387,ae321009-695a-4ec5-8fd4-d7d049981a59,Larissa Nogueira 0374,5511920391622,-,SP,Sao Jose dos Campos,EVENTOS,60k+,7d,62,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,38.8%,2026-02-15T19:03:15.582Z
388,f1e9fcb9-e67d-42d8-8ed7-b28d61d87c76,Diego Nogueira 0400,5562941372711,-,GO,Aparecida de Goiania,EVENTOS,20k-60k,7d,33,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,25.3%,2026-02-15T19:03:15.582Z
389,ef8f0f0c-cbee-426c-9627-31b0c991cd04,Renata Duarte 0418,5562998129875,lead.demo.1771182196100.0418@exemplo.com,GO,Goiania,CAVALOS,0-5k,30d,30,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.1%,2026-02-15T19:03:15.582Z
390,16905b3a-d500-4779-8b06-c127ed4ad0b1,Diego Mendes 0319,-,lead.demo.1771182195991.0319@exemplo.com,GO,Jatai,EQUIPAMENTOS,20k-60k,7d,39,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.1%,2026-02-15T19:03:15.582Z
391,ffa3da6f-552e-4cea-b311-159f8773e959,Camila Teixeira 0289,5562990238095,-,GO,Aparecida de Goiania,SERVICOS,5k-20k,90d,59,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,41.0%,2026-02-15T19:03:15.582Z
392,892da93a-ac3a-418d-bf3e-638ea62ce3dd,Lucas Melo 0220,5562935371678,lead.demo.1771182195870.0220@exemplo.com,GO,Rio Verde,SERVICOS,5k-20k,30d,85,ENVIADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,85.2%,2026-02-15T19:03:15.582Z
393,d35aeba6-0406-4b48-bb2d-bc360a9fca30,Eduardo Nogueira 0438,5531997024766,lead.demo.1771182196122.0438@exemplo.com,MG,Belo Horizonte,CAVALOS,60k+,30d,73,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,84.4%,2026-02-15T19:03:15.582Z
394,a8f49056-aa96-414e-b183-b3730f884e69,Andre Pires 0190,5511916903921,-,SP,Sao Jose dos Campos,CAVALOS,20k-60k,7d,43,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.6%,2026-02-15T19:03:15.582Z
395,cba30216-bdd4-4923-902f-e3b032f7e45a,Thiago Santana 0036,5531994489392,lead.demo.1771182195634.0036@exemplo.com,MG,Uberlandia,EQUIPAMENTOS,20k-60k,30d,37,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,6.1%,2026-02-15T19:03:15.582Z
396,05f66245-b134-4a7b-b934-f1045d5bcd25,Felipe Pires 0428,5511934784452,lead.demo.1771182196111.0428@exemplo.com,SP,Sao Jose dos Campos,CAVALOS,5k-20k,7d,42,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,34.0%,2026-02-15T19:03:15.582Z
397,77b68d19-71ec-4af6-8e0d-ded82706522e,Larissa Rocha 0293,5531990383292,lead.demo.1771182195958.0293@exemplo.com,MG,Montes Claros,CAVALOS,20k-60k,7d,32,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,30.4%,2026-02-15T19:03:15.582Z
398,e1ded905-f3fd-4185-a2f8-2363760d8474,Mariana Azevedo 0084,-,lead.demo.1771182195695.0084@exemplo.com,SP,Campinas,EQUIPAMENTOS,20k-60k,30d,26,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.6%,2026-02-15T19:03:15.582Z
399,c3a6cc16-9ec9-4bae-830c-d9f7d2268bed,Lucas Carvalho 0252,5531974787799,-,MG,Contagem,SERVICOS,60k+,7d,53,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.9%,2026-02-15T19:03:15.582Z
400,3baa7e4e-7a1b-4c86-a30f-9b53c2d9178e,Carla Fernandes 0115,5531938305372,lead.demo.1771182195737.0115@exemplo.com,MG,Montes Claros,SERVICOS,60k+,30d,82,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,70.4%,2026-02-15T19:03:15.582Z
